23,0.031801,0.988525,0.191723
39,0.030581,0.989135,0.192089
55,0.029116,0.993774,0.195019
70,0.029726,0.99646,0.197095
86,0.029238,0.993774,0.196728
102,0.029116,0.989745,0.191357
117,0.030703,0.985839,0.191723
133,0.028627,0.983886,0.194165
148,0.028139,0.984618,0.190747
164,0.030703,0.990844,0.190014
180,0.030581,0.988647,0.190258
195,0.031679,0.992431,0.193188
211,0.035342,0.992065,0.190258
227,0.03351,0.985717,0.193066
242,0.030214,0.989501,0.189526
258,0.033999,0.985473,0.188671
274,0.023622,0.985717,0.191357
289,0.033266,0.984984,0.185741
305,0.027651,0.983153,0.186108
320,0.030458,0.982787,0.192333
336,0.031191,0.988891,0.1927
351,0.032778,0.984618,0.192822
367,0.032412,0.985839,0.192089
383,0.028261,0.988281,0.194043
398,0.028383,0.987548,0.198437
414,0.027895,0.993286,0.19331
430,0.030092,0.990356,0.192333
445,0.030214,0.98413,0.193066
461,0.032045,1,0.206495
476,0.034975,1,0.204053
492,0.028017,0.985717,0.180248
508,0.03229,0.98474,0.190991
523,0.028139,0.99121,0.193554
539,0.0329,0.990966,0.19331
555,0.025819,0.986816,0.19038
570,0.028871,0.990478,0.190502
586,0.026674,0.985961,0.188305
601,-0.042788,1,0.149362
617,-0.084173,0.991821,0.206128
633,0.143625,0.99121,0.218458
649,0.091497,0.976683,0.214185
664,0.047427,0.986449,0.205518
680,0.034243,0.986083,0.192211
695,0.031191,0.9906,0.193188
711,0.136422,1,0.172191
727,0.023134,0.967161,0.180858
742,0.0329,0.937862,0.171336
758,0.052066,0.967039,0.190258
774,0.050357,0.982787,0.196972
789,0.03998,0.981322,0.190747
805,0.040713,1,0.197583
821,0.03937,0.995727,0.207715
836,0.030581,0.997558,0.206983
851,0.008118,0.990844,0.202588
867,-0.003845,0.986938,0.199536
883,0.026674,0.9906,0.18098
899,0.023744,1,0.215406
914,0.022645,1,0.210279
930,0.02936,1,0.170482
945,0.037905,1,0.144357
961,0.024843,1,0.137276
977,0.030214,1,0.097235
992,0.035708,1,0.088567
1008,0.046329,0.986816,0.094305
1024,0.040835,0.987426,0.071232
1039,0.035342,0.980956,0.075627
1055,0.03583,0.987182,0.067326
1070,0.025575,0.963743,0.054874
1086,0.044742,0.930294,-0.023988
1102,0.021181,1,0.065128
1117,0.016053,1,0.022523
1133,0.013734,1,0.002503
1148,0.037051,0.987548,-0.022035
1164,0.036074,1,-0.03058
1180,0.035586,1,-0.055362
1195,0.027773,1,-0.047916
1211,0.023134,1,-0.06696
1227,0.028383,1,-0.025697
1242,0.020936,1,-0.016297
1258,0.009339,1,-0.063053
1274,0.0141,1,-0.10517
1289,0.036562,1,-0.09577
1305,0.034365,1,-0.12336
1320,0.030336,0.991333,-0.120308
1336,0.036929,1,-0.111762
1352,0.029116,1,-0.139718
1367,0.039736,0.989013,-0.120674
1383,0.029482,1,-0.172801
1398,0.020326,1,-0.19685
1414,0.025209,1,-0.205884
1430,0.03937,0.989257,-0.208082
1445,0.037051,0.967771,-0.183788
1461,0.030458,0.986816,-0.185497
1477,0.031069,0.983397,-0.202832
1492,0.036318,1,-0.238723
