18,0.018739,-1,0.208204
34,0.024232,-0.992553,0.211256
50,0.025575,-0.980956,0.232131
65,0.0235,-0.983519,0.243972
81,0.021669,-0.996094,0.232253
97,0.020204,-1,0.218946
112,0.020448,-0.99292,0.219069
128,0.021425,-0.989868,0.219069
143,0.018617,-0.994995,0.229079
159,0.014588,-1,0.230178
175,0.02997,-0.996948,0.218946
190,0.013368,-1,0.225172
206,0.016419,-1,0.222487
221,0.015565,-1,0.224196
237,0.020326,-0.99121,0.216627
253,0.018373,-0.998657,0.221022
268,0.016297,-0.993286,0.227126
284,0.020692,-1,0.219313
300,0.016175,-0.998413,0.223097
315,0.014466,-0.995605,0.223097
331,0.021425,-1,0.221876
347,0.018006,-1,0.223341
362,0.016786,-1,0.220167
378,0.020692,-1,0.225172
393,0.015565,-0.996582,0.223341
409,0.018983,-1,0.225905
425,0.020326,-0.999023,0.228591
440,0.019716,-1,0.22383
456,0.02057,-0.994873,0.226393
472,0.015077,-1,0.222365
487,0.015321,-1,0.222487
503,0.015931,-0.995727,0.225172
519,0.016664,-0.994751,0.221876
534,0.020326,-1,0.219191
550,0.016786,-0.993774,0.226637
565,0.018617,-1,0.217359
581,0.017762,-1,0.230422
597,0.012879,-0.994873,0.213697
612,0.019838,-0.999878,0.220167
628,0.021303,-1,0.229567
643,0.018983,-1,0.222487
659,0.017152,-0.998047,0.228713
675,0.017152,-0.999145,0.221022
690,0.015199,-1,0.224562
706,0.018861,-1,0.227248
721,0.018983,-1,0.22383
737,0.021913,-1,0.222731
753,0.016908,-1,0.219801
768,0.018861,-1,0.219435
784,0.015809,-0.994384,0.224196
800,0.017518,-0.997681,0.225294
815,0.020692,-1,0.224196
831,0.016175,-0.992431,0.221876
847,0.019471,-1,0.225661
862,0.015687,-1,0.225539
878,0.019471,-0.99939,0.226271
893,0.016297,-1,0.22383
909,0.017518,-1,0.222731
925,0.023134,-0.998413,0.222975
940,0.024354,-0.999756,0.222609
956,0.016664,-1,0.227492
972,0.020814,-0.997314,0.218092
987,0.019838,-0.998779,0.220411
1003,0.019227,-1,0.226271
1019,0.016053,-0.991943,0.222365
1034,0.018129,-1,0.228835
1050,0.017152,-1,0.218946
1065,0.01764,-1,0.222975
1081,0.018006,-0.999145,0.221266
1097,0.017396,-1,0.225172
1112,0.0235,-1,0.220411
1128,0.01117,-0.998535,0.222731
1144,0.018373,-1,0.221144
1159,0.017396,-1,0.2209
1175,0.017884,-1,0.221632
1191,0.018983,-0.998047,0.222731
1206,0.022157,-0.99646,0.224196
1222,0.017762,-1,0.225661
1237,0.018373,-0.997436,0.22151
1253,0.018251,-1,0.223341
1269,0.021547,-1,0.220289
1284,0.016908,-1,0.223341
1300,0.018739,-0.996338,0.222609
1316,0.022035,-1,0.221632
1331,0.021058,-0.997681,0.216383
1347,0.018129,-0.99414,0.226027
1362,0.018983,-1,0.223585
1378,0.015443,-1,0.22151
1394,0.016297,-0.996948,0.225294
1409,0.016786,-0.995117,0.224562
1425,0.020326,-1,0.2209
1440,0.02057,-1,0.22444
1456,0.018251,-0.999634,0.221144
1472,0.01703,-1,0.222365
1487,0.015199,-1,0.222487
1503,0.016664,-1,0.223952
1519,0.015809,-1,0.224196
1534,0.017762,-0.99707,0.225539
1550,0.01703,-1,0.226149
1565,0.021303,-0.995971,0.220289
1581,0.01703,-1,0.222121
1597,0.015321,-0.99646,0.223097
1612,0.01996,-1,0.222853
1628,0.018251,-1,0.222609
1644,0.015443,-1,0.220533
1659,0.015321,-1,0.219557
1675,0.015931,-1,0.225661
1690,0.019593,-1,0.225783
1706,0.020082,-1,0.220411
1722,0.018861,-1,0.220289
1737,0.016664,-1,0.223219
1753,0.019716,-1,0.223463
1769,0.020082,-0.997681,0.223708
1784,0.015443,-1,0.224562
1800,0.018373,-1,0.223341
1816,0.016419,-1,0.225539
1831,0.018129,-1,0.219069
1847,0.018006,-0.996094,0.226515
1862,0.01764,-1,0.220167
1878,0.023134,-1,0.224806
1893,0.016053,-1,0.223585
1909,0.01703,-1,0.219557
1925,0.016786,-0.999756,0.223463
1940,0.018495,-1,0.220045
1956,0.018983,-1,0.221876
1972,0.018006,-0.999268,0.218946
1987,0.023378,-1,0.223463
2003,0.016786,-1,0.224196
2019,0.02057,-0.99646,0.224928
2034,0.021181,-0.99939,0.224928
2050,0.021058,-0.999634,0.221144
2065,0.020692,-1,0.223708
2081,0.016053,-0.996948,0.222609
2097,0.01764,-1,0.223341
2112,0.016175,-0.999023,0.224318
2128,0.017274,-0.998291,0.224806
2144,0.016419,-1,0.223952
2159,0.022035,-1,0.219313
2175,0.018739,-1,0.224074
2190,0.018373,-0.993164,0.221876
2206,0.019838,-1,0.223952
2222,0.021058,-0.999756,0.224562
2237,0.018373,-1,0.223952
2253,0.016786,-1,0.222975
2269,0.018495,-1,0.220411
2284,0.020448,-1,0.221754
2300,0.019716,-0.997558,0.22151
2315,0.018373,-1,0.222853
2331,0.020692,-0.996338,0.222243
2347,0.019471,-1,0.223341
2362,0.016297,-0.999878,0.220045
2378,0.0141,-0.995971,0.222121
2394,0.016297,-0.999878,0.224928
2409,0.015809,-0.993042,0.221754
2425,0.019227,-0.997803,0.220045
2441,0.020204,-0.997925,0.225905
2456,0.018251,-0.995117,0.222853
2472,0.016541,-1,0.229079
2487,0.018373,-0.997681,0.224074
2503,0.018129,-1,0.222975
2519,0.018373,-1,0.22383
2534,0.016297,-1,0.22444
2550,0.016786,-1,0.220167
2566,0.020326,-1,0.2209
