21,0.021303,0.967894,0.174754
37,0.018983,0.966795,0.171702
52,0.02411,0.986327,0.187084
68,0.02936,1,0.20918
84,0.028505,1,0.216383
99,0.022768,0.988647,0.185497
115,0.027773,1,0.207593
130,0.028627,0.985961,0.186962
146,0.025331,0.991699,0.188671
162,0.028261,0.994751,0.194531
177,0.027529,0.989135,0.192333
193,0.023866,0.989135,0.194531
209,0.023134,0.9906,0.198071
224,0.023866,0.992675,0.192456
240,0.025941,0.994629,0.197827
255,0.020692,0.999756,0.194043
271,0.025819,0.988891,0.190258
287,0.02704,0.978758,0.193188
302,0.026308,0.992065,0.19563
318,0.028383,0.991577,0.192578
334,0.026064,0.99121,0.187084
349,0.029238,0.983642,0.190991
365,0.025209,0.981688,0.189404
380,0.023744,0.988769,0.19392
396,0.026064,0.987548,0.191113
412,0.022035,0.99353,0.195385
427,0.025087,0.982787,0.19563
443,0.021913,0.991821,0.190136
459,0.029726,0.992187,0.194897
474,0.024232,0.996216,0.196118
490,0.025941,0.99121,0.188915
505,0.027773,0.989868,0.193554
521,0.022523,0.988036,0.195874
537,0.027162,0.982787,0.185985
552,0.024477,0.991821,0.196362
568,0.026064,0.995117,0.190869
584,0.025819,0.986083,0.190991
599,0.028993,0.990356,0.189526
615,0.026674,0.985229,0.191479
630,0.02643,0.992553,0.190624
646,0.024965,0.989257,0.200757
662,0.023744,0.984252,0.187939
677,0.025087,0.991577,0.193554
693,0.027651,0.987548,0.186962
709,0.02704,0.983275,0.191723
724,0.025087,0.987548,0.191235
740,0.026308,0.987914,0.195385
756,0.02704,0.996704,0.194043
771,0.027162,0.992797,0.189648
787,0.024965,0.992553,0.196972
803,0.028627,0.989623,0.195019
818,0.027162,0.987914,0.190502
834,0.024599,0.987304,0.190869
849,0.026308,0.989745,0.193554
865,0.024599,0.992431,0.190991
880,0.025087,0.987792,0.193798
896,0.028871,0.99121,0.193188
912,0.026796,0.988647,0.191967
928,0.026186,0.992309,0.18977
943,0.0235,0.986816,0.185253
959,0.026308,0.988647,0.188793
974,0.026674,0.992431,0.191967
990,0.028139,0.991943,0.196606
1005,0.025209,0.989745,0.191967
1021,0.029482,0.987182,0.190502
1037,0.026186,0.986083,0.1927
1052,0.024477,0.990966,0.191967
1068,0.029238,0.986571,0.194531
1084,0.020326,0.99121,0.195141
1099,0.024599,0.992309,0.19624
1115,0.027773,0.993042,0.194897
1131,0.024354,0.994629,0.192944
1146,0.024232,0.987914,0.191113
1162,0.026552,0.985473,0.194287
1177,0.024965,0.993286,0.19856
1193,0.025941,0.988403,0.189404
1209,0.025575,0.995727,0.19038
1224,0.024477,0.987304,0.1927
1240,0.024599,0.989379,0.190991
1256,0.024965,0.988769,0.194897
1271,0.026064,0.989013,0.191723
1287,0.022645,0.991943,0.195508
1303,0.023256,0.990356,0.19331
1318,0.028871,0.990722,0.191357
1334,0.024354,0.989013,0.194409
1349,0.025331,0.989868,0.189648
1365,0.023134,0.985717,0.189648
1381,0.024965,0.988891,0.195019
1396,0.028139,0.988281,0.190014
1412,0.02289,0.992309,0.189404
1428,0.025087,0.98352,0.190258
1443,0.028993,0.990722,0.188305
1459,0.029482,0.982909,0.182689
1474,0.02704,0.987182,0.190136
1490,0.027406,0.984984,0.190502
1506,0.030947,0.9906,0.191967
1521,0.024965,0.991333,0.193432
1537,0.026186,0.993896,0.195508
1553,0.025453,0.988158,0.192089
1568,0.027406,0.984862,0.195874
1584,0.023378,0.991699,0.194897
1599,0.025575,0.986205,0.190747
1615,0.024965,0.988403,0.18977
1631,0.02936,0.985717,0.189404
1646,0.025087,0.988036,0.19392
1662,0.024599,0.99121,0.190624
1678,0.0235,0.985595,0.191357
1693,0.026552,0.98767,0.193188
1709,0.024477,0.987914,0.192089
1724,0.024599,0.997925,0.196972
1740,0.026064,0.992309,0.189648
1756,0.028139,0.985473,0.189526
1771,0.026552,0.994384,0.192211
1787,0.024477,0.990112,0.190624
1802,0.024354,0.988647,0.187206
1813,0.023866,0.991577,0.195874
1823,0.026918,0.98706,0.186474
1834,0.027773,0.989135,0.192211
1844,0.026308,0.992187,0.19685
1855,0.02643,0.982787,0.191113
1866,0.031679,0.985106,0.187572
1877,0.026064,0.989379,0.187817
1888,0.026918,0.993286,0.194287
1899,0.024232,0.986694,0.18916
1909,0.026918,0.989135,0.1927
1919,0.024354,0.987426,0.186962
1930,0.024354,0.986205,0.189892
