You entered a buffer length of 100
 -0.987060,   0.076451,  -1.546054,   1.538119,   0.170604,   0.756996,  -0.017884,   1.521760,   0.016664,   0.840251,  -0.389977,   0.614723
 -0.980101,   0.069225,  -1.546054,   1.538119,   0.164134,   0.741563,  -0.017884,   1.521760,   0.010804,   0.825362,  -0.389977,   0.614723
 -0.915644,   0.062644,  -1.546054,   1.538119,   0.125191,   0.726437,  -0.017884,   1.521760,  -0.033144,   0.810417,  -0.389977,   0.614723
 -0.844229,   0.056778,  -1.546054,   1.538119,   0.123970,   0.712084,  -0.017884,   1.521760,  -0.080999,   0.795802,  -0.389977,   0.614723
 -0.817372,   0.051190,  -1.546054,   1.538119,   0.117988,   0.698043,  -0.017884,   1.521760,  -0.107367,   0.781279,  -0.389977,   0.614723
 -0.743148,   0.046327,  -1.546054,   1.538119,   0.121895,   0.684898,  -0.017884,   1.521760,  -0.141671,   0.767395,  -0.389977,   0.614723
 -0.583349,   0.043057,  -1.546054,   1.538119,   0.138253,   0.673654,  -0.017884,   1.521760,  -0.127754,   0.755613,  -0.389977,   0.614723
 -0.268998,   0.042938,  -1.546054,   1.538119,   0.152536,   0.665818,  -0.017884,   1.521760,  -0.041568,   0.748123,  -0.389977,   0.614723
 -0.030580,   0.045076,  -1.546054,   1.538119,   0.300617,   0.661818,  -0.017884,   1.521760,   0.028871,   0.745160,  -0.389977,   0.614723
  0.381798,   0.051158,  -1.546054,   1.538119,   0.017884,   0.658603,  -0.017884,   1.521760,  -0.126656,   0.741382,  -0.389977,   0.614723
  0.694684,   0.060895,  -1.546054,   1.538119,  -0.082830,   0.658747,  -0.082830,   1.521760,   0.204419,   0.744618,  -0.389977,   0.614723
  0.940060,   0.072930,  -1.546054,   1.538119,   0.118110,   0.663489,  -0.082830,   1.521760,   0.232497,   0.753122,  -0.389977,   0.614723
  1.340109,   0.088907,  -1.546054,   1.538119,   1.013184,   0.681025,  -0.082830,   1.521760,   0.380333,   0.776097,  -0.389977,   0.614723
  1.453397,   0.105870,  -1.546054,   1.538119,   1.168956,   0.701452,  -0.082830,   1.521760,   0.184765,   0.800177,  -0.389977,   0.614723
  1.604041,   0.123958,  -1.546054,   1.604041,   1.352438,   0.725614,  -0.082830,   1.521760,   0.054996,   0.827037,  -0.389977,   0.614723
  1.710493,   0.142943,  -1.546054,   1.710493,   1.300922,   0.750297,  -0.082830,   1.521760,  -0.042422,   0.853513,  -0.389977,   0.614723
  1.729415,   0.161764,  -1.546054,   1.729415,   1.121223,   0.773787,  -0.082830,   1.521760,  -0.181224,   0.877364,  -0.389977,   0.614723
  1.659342,   0.178914,  -1.546054,   1.729415,   0.880852,   0.793624,  -0.082830,   1.521760,  -0.261307,   0.896318,  -0.389977,   0.614723
  1.585485,   0.194353,  -1.546054,   1.729415,   0.671977,   0.810388,  -0.082830,   1.521760,  -0.313068,   0.910726,  -0.389977,   0.614723
  1.579991,   0.208240,  -1.546054,   1.729415,   0.659525,   0.826263,  -0.082830,   1.521760,  -0.316487,   0.923439,  -0.389977,   0.614723
  1.574620,   0.220768,  -1.546054,   1.729415,   0.645730,   0.840519,  -0.082830,   1.521760,  -0.321248,   0.933702,  -0.389977,   0.614723
  1.534579,   0.231585,  -1.546054,   1.729415,   0.568821,   0.852252,  -0.082830,   1.521760,  -0.441494,   0.939532,  -0.441494,   0.614723
  1.527254,   0.241721,  -1.546054,   1.729415,   0.556736,   0.863107,  -0.082830,   1.521760,  -0.463834,   0.943943,  -0.463834,   0.614723
  1.523225,   0.251484,  -1.546054,   1.729415,   0.492157,   0.869433,  -0.082830,   1.521760,  -0.517427,   0.942584,  -0.517427,   0.614723
  1.446438,   0.259701,  -1.546054,   1.729415,   0.332967,   0.876437,  -0.082830,   1.521760,  -0.537569,   0.943174,  -0.537569,   0.614723
  1.362327,   0.267265,  -1.546054,   1.729415,   0.266191,   0.882330,  -0.082830,   1.521760,  -0.493621,   0.942772,  -0.537569,   0.614723
  1.304706,   0.273603,  -1.546054,   1.729415,   0.300617,   0.888871,  -0.082830,   1.521760,  -0.429653,   0.941602,  -0.537569,   0.614723
  1.248428,   0.275893,  -1.546054,   1.729415,   0.416834,   0.887455,  -0.082830,   1.521760,  -0.298663,   0.932756,  -0.537569,   0.614723
  1.237930,   0.280190,  -1.546054,   1.729415,   0.590185,   0.887532,  -0.082830,   1.521760,  -0.192211,   0.929675,  -0.537569,   0.614723
  0.571263,   0.276291,  -1.546054,   1.729415,   0.748642,   0.880066,  -0.082830,   1.521760,   0.320149,   0.921980,  -0.537569,   0.614723
 -0.136544,   0.264073,  -1.546054,   1.729415,   0.005555,   0.857714,  -0.082830,   1.521760,  -0.136788,   0.898492,  -0.537569,   0.614723
 -0.112006,   0.252387,  -1.546054,   1.729415,   0.309650,   0.834806,  -0.082830,   1.521760,   0.434047,   0.879923,  -0.537569,   0.614723
  0.225905,   0.243272,  -1.546054,   1.729415,   0.844839,   0.819938,  -0.082830,   1.521760,   0.765244,   0.873833,  -0.537569,   0.765244
  0.114204,   0.231616,  -1.546054,   1.729415,   0.711896,   0.800190,  -0.082830,   1.521760,   0.574803,   0.860880,  -0.537569,   0.765244
 -0.373131,   0.215046,  -1.546054,   1.729415,   0.468840,   0.773149,  -0.082830,   1.521760,   0.358237,   0.838140,  -0.537569,   0.765244
 -0.681499,   0.195584,  -1.546054,   1.729415,   0.414637,   0.742892,  -0.082830,   1.521760,   0.165476,   0.809349,  -0.537569,   0.765244
 -1.027956,   0.172747,  -1.546054,   1.729415,   0.400232,   0.710486,  -0.082830,   1.521760,   0.011292,   0.773801,  -0.537569,   0.765244
 -1.283098,   0.147446,  -1.546054,   1.729415,   0.542697,   0.677214,  -0.082830,   1.521760,  -0.083928,   0.736252,  -0.537569,   0.765244
 -1.444363,   0.120779,  -1.546054,   1.729415,   0.652933,   0.644044,  -0.082830,   1.521760,  -0.148996,   0.697810,  -0.537569,   0.765244
 -1.842092,   0.091949,  -1.842092,   1.729415,   0.545016,   0.610986,  -0.082830,   1.521760,  -0.212354,   0.657185,  -0.537569,   0.765244
 -1.638711,   0.067470,  -1.842092,   1.729415,   0.407557,   0.584445,  -0.082830,   1.521760,  -0.254471,   0.621952,  -0.537569,   0.765244
 -1.418116,   0.047317,  -1.842092,   1.729415,   0.284258,   0.563781,  -0.082830,   1.521760,  -0.243484,   0.594843,  -0.537569,   0.765244
 -1.263566,   0.030128,  -1.842092,   1.729415,   0.235183,   0.546316,  -0.082830,   1.521760,  -0.221388,   0.570562,  -0.537569,   0.765244
 -1.157847,   0.016592,  -1.842092,   1.729415,   0.294513,   0.535049,  -0.082830,   1.521760,  -0.234328,   0.553060,  -0.537569,   0.765244
 -1.157114,   0.004506,  -1.842092,   1.729415,   0.382531,   0.526967,  -0.082830,   1.521760,  -0.206128,   0.539547,  -0.537569,   0.765244
 -1.133919,  -0.001594,  -1.842092,   1.729415,   0.534395,   0.522793,  -0.082830,   1.521760,  -0.093573,   0.531734,  -0.537569,   0.765244
 -1.061039,  -0.002765,  -1.842092,   1.729415,   0.591528,   0.520389,  -0.082830,   1.521760,  -0.058292,   0.525503,  -0.537569,   0.765244
 -0.914301,  -0.000575,  -1.842092,   1.729415,   0.648294,   0.522107,  -0.082830,   1.521760,  -0.035586,   0.523914,  -0.537569,   0.765244
 -0.833120,   0.002307,  -1.842092,   1.729415,   0.672221,   0.527309,  -0.082830,   1.521760,  -0.040957,   0.526133,  -0.537569,   0.765244
 -0.714826,   0.006528,  -1.842092,   1.729415,   0.679058,   0.535853,  -0.082830,   1.521760,  -0.086004,   0.531906,  -0.537569,   0.765244
 -0.473357,   0.013818,  -1.842092,   1.729415,   0.579442,   0.547048,  -0.082830,   1.521760,  -0.178417,   0.539812,  -0.537569,   0.765244
 -0.477385,   0.021504,  -1.842092,   1.729415,   0.552829,   0.558555,  -0.082830,   1.521760,  -0.205518,   0.547835,  -0.537569,   0.765244
 -0.436123,   0.030240,  -1.842092,   1.729415,   0.514130,   0.569542,  -0.082830,   1.521760,  -0.219313,   0.555320,  -0.537569,   0.765244
 -0.187084,   0.041517,  -1.842092,   1.729415,   0.295855,   0.581211,  -0.082830,   1.521760,  -0.123237,   0.564854,  -0.537569,   0.765244
 -0.022401,   0.054261,  -1.842092,   1.729415,   0.160471,   0.594283,  -0.082830,   1.521760,   0.086248,   0.579623,  -0.537569,   0.765244
  0.264970,   0.068952,  -1.842092,   1.729415,  -0.138619,   0.607027,  -0.138619,   1.521760,   0.001770,   0.593255,  -0.537569,   0.765244
  0.472502,   0.084565,  -1.842092,   1.729415,  -0.314045,   0.619397,  -0.314045,   1.521760,  -0.159128,   0.605116,  -0.537569,   0.765244
  0.553073,   0.098053,  -1.842092,   1.729415,  -0.139596,   0.631160,  -0.314045,   1.521760,   0.333333,   0.621101,  -0.537569,   0.765244
  1.053592,   0.116061,  -1.842092,   1.729415,   0.617164,   0.654676,  -0.314045,   1.521760,   0.068547,   0.646459,  -0.537569,   0.765244
  1.195935,   0.134511,  -1.842092,   1.729415,   0.872429,   0.680438,  -0.314045,   1.521760,  -0.076970,   0.672085,  -0.537569,   0.765244
  1.211927,   0.151850,  -1.842092,   1.729415,   0.877556,   0.703911,  -0.314045,   1.521760,  -0.088690,   0.694566,  -0.537569,   0.765244
  1.277117,   0.169141,  -1.842092,   1.729415,   0.837148,   0.726364,  -0.314045,   1.521760,  -0.151437,   0.715255,  -0.537569,   0.765244
  1.396142,   0.185984,  -1.842092,   1.729415,   0.611671,   0.744880,  -0.314045,   1.521760,  -0.414393,   0.729297,  -0.537569,   0.765244
  1.357810,   0.201384,  -1.842092,   1.729415,   0.685894,   0.761858,  -0.314045,   1.521760,  -0.526338,   0.740469,  -0.537569,   0.765244
  1.274309,   0.214084,  -1.842092,   1.729415,   0.757554,   0.776930,  -0.314045,   1.521760,  -0.601416,   0.749455,  -0.601416,   0.765244
  1.201917,   0.225005,  -1.842092,   1.729415,   0.822133,   0.792076,  -0.314045,   1.521760,  -0.688702,   0.756952,  -0.688702,   0.765244
  1.178478,   0.233470,  -1.842092,   1.729415,   0.879387,   0.807056,  -0.314045,   1.521760,  -0.725203,   0.762716,  -0.725203,   0.765244
  1.296405,   0.240868,  -1.842092,   1.729415,   0.931026,   0.822034,  -0.314045,   1.521760,  -0.689434,   0.768062,  -0.725203,   0.765244
  1.222792,   0.245590,  -1.842092,   1.729415,   0.846915,   0.832376,  -0.314045,   1.521760,  -0.483367,   0.769888,  -0.725203,   0.765244
  0.669047,   0.242420,  -1.842092,   1.729415,   1.261124,   0.836393,  -0.314045,   1.521760,   0.388757,   0.773631,  -0.725203,   0.765244
  0.249954,   0.235566,  -1.842092,   1.729415,   0.905023,   0.829185,  -0.314045,   1.521760,   0.371300,   0.765382,  -0.725203,   0.765244
  0.297442,   0.228865,  -1.842092,   1.729415,   0.723494,   0.817977,  -0.314045,   1.521760,   0.246780,   0.753581,  -0.725203,   0.765244
  0.362266,   0.221107,  -1.842092,   1.729415,   0.048526,   0.797196,  -0.314045,   1.521760,  -0.194897,   0.730493,  -0.725203,   0.765244
  0.363242,   0.212718,  -1.842092,   1.729415,   0.281939,   0.777549,  -0.314045,   1.521760,  -0.193188,   0.709632,  -0.725203,   0.765244
  0.154367,   0.201076,  -1.842092,   1.729415,   0.148141,   0.752646,  -0.314045,   1.521760,   0.105048,   0.687425,  -0.725203,   0.765244
 -0.319539,   0.183028,  -1.842092,   1.729415,  -0.050235,   0.718878,  -0.314045,   1.497711,  -0.040835,   0.655961,  -0.725203,   0.765244
 -1.451077,   0.153347,  -1.842092,   1.729415,   0.346884,   0.677689,  -0.314045,   1.473051,   0.010316,   0.617838,  -0.725203,   0.765244
 -1.540316,   0.122582,  -1.842092,   1.729415,   0.439175,   0.636586,  -0.314045,   1.454251,   0.069157,   0.580704,  -0.725203,   0.765244
 -1.393212,   0.093269,  -1.842092,   1.729415,   0.666361,   0.599393,  -0.314045,   1.415064,   0.079167,   0.547728,  -0.725203,   0.765244
 -1.105109,   0.066849,  -1.842092,   1.729415,   1.217054,   0.570993,  -0.314045,   1.352438,   0.098822,   0.523919,  -0.725203,   0.765244
 -0.935177,   0.043296,  -1.842092,   1.729415,   1.377465,   0.549338,  -0.314045,   1.377465,   0.137398,   0.507537,  -0.725203,   0.765244
 -1.104621,   0.018469,  -1.842092,   1.729415,   0.892694,   0.524200,  -0.314045,   1.377465,   0.072819,   0.486813,  -0.725203,   0.765244
 -1.488189,  -0.008583,  -1.842092,   1.729415,   0.445523,   0.491610,  -0.314045,   1.377465,  -0.155588,   0.454845,  -0.725203,   0.765244
 -1.672404,  -0.036902,  -1.842092,   1.729415,   0.301593,   0.456557,  -0.314045,   1.377465,  -0.198071,   0.418867,  -0.725203,   0.765244
 -1.502228,  -0.062850,  -1.842092,   1.729415,   0.406336,   0.425402,  -0.314045,   1.377465,  -0.172069,   0.385734,  -0.725203,   0.765244
 -1.403101,  -0.085922,  -1.842092,   1.729415,   0.425014,   0.399452,  -0.314045,   1.377465,  -0.115180,   0.356568,  -0.725203,   0.765244
 -1.378441,  -0.100828,  -1.842092,   1.729415,   0.422084,   0.388261,  -0.314045,   1.377465,  -0.101386,   0.345008,  -0.725203,   0.765244
 -1.308246,  -0.113419,  -1.842092,   1.729415,   0.378014,   0.378827,  -0.314045,   1.377465,  -0.080877,   0.331127,  -0.725203,   0.765244
 -1.149301,  -0.122858,  -1.842092,   1.729415,   0.328328,   0.370325,  -0.314045,   1.377465,  -0.098334,   0.317256,  -0.725203,   0.765244
 -0.999634,  -0.127907,  -1.842092,   1.729415,   0.272905,   0.363826,  -0.314045,   1.377465,  -0.095526,   0.305494,  -0.725203,   0.765244
 -0.877556,  -0.126177,  -1.842092,   1.729415,   0.215162,   0.358765,  -0.314045,   1.377465,  -0.079167,   0.295116,  -0.725203,   0.765244
 -0.583959,  -0.119283,  -1.842092,   1.729415,   0.110297,   0.358547,  -0.314045,   1.377465,  -0.139352,   0.288155,  -0.725203,   0.765244
 -0.473112,  -0.109605,  -1.842092,   1.729415,   0.104437,   0.363227,  -0.314045,   1.377465,  -0.152048,   0.286534,  -0.725203,   0.765244
 -0.263017,  -0.096775,  -1.842092,   1.729415,   0.124092,   0.374300,  -0.314045,   1.377465,  -0.009949,   0.294436,  -0.725203,   0.765244
 -0.133248,  -0.082904,  -1.842092,   1.729415,   0.073674,   0.387419,  -0.314045,   1.377465,   0.084905,   0.306196,  -0.725203,   0.765244
  0.189160,  -0.066134,  -1.842092,   1.729415,  -0.025209,   0.403308,  -0.314045,   1.377465,  -0.004700,   0.320194,  -0.725203,   0.765244
  0.513398,  -0.046338,  -1.842092,   1.729415,  -0.270463,   0.419302,  -0.314045,   1.377465,   0.010804,   0.334764,  -0.725203,   0.765244
  0.580052,  -0.026265,  -1.842092,   1.729415,  -0.308674,   0.434126,  -0.314045,   1.377465,   0.018861,   0.348215,  -0.725203,   0.765244
  0.695538,  -0.007626,  -1.842092,   1.729415,  -0.303791,   0.448008,  -0.314045,   1.377465,   0.205030,   0.363092,  -0.725203,   0.765244
  0.757920,   0.010975,  -1.842092,   1.729415,   0.136178,   0.466221,  -0.314045,   1.377465,   0.472502,   0.385379,  -0.725203,   0.765244
  0.994140,   0.030787,  -1.842092,   1.729415,   0.379601,   0.488123,  -0.314045,   1.377465,   0.393762,   0.411052,  -0.725203,   0.765244
  1.024904,   0.050837,  -1.842092,   1.729415,   0.399011,   0.510522,  -0.314045,   1.377465,   0.376915,   0.437112,  -0.725203,   0.765244
